2966,3755,New Sub,2018-08-24 14:19:25,Belgium,14
2967,1112,Plan Renewal,2019-04-05 03:54:29,Austria,6
2968,3756,New Sub,2021-03-14 04:20:10,Belgium,5
2969,775,Plan Renewal,2019-04-21 18:05:39,Germany,13
2970,3757,New Sub,2019-10-12 08:39:30,Belgium,1
2971,389,Plan Renewal,2020-09-20 03:00:50,Germany,7
2972,1790,Plan Renewal,2020-08-23 16:28:33,Austria,3
2973,2157,Plan Renewal,2018-03-10 21:30:52,Belgium,12
2974,2273,Data Add-on,2018-02-21 15:59:17,Austria,9
2975,3758,New Sub,2019-04-10 07:27:34,Belgium,0
2976,3759,New Sub,2018-06-01 00:56:00,France,5
2977,87,Plan Renewal,2018-01-21 20:58:56,The Netherlands,14
2978,30,Data Add-on,2018-07-04 05:51:07,The Netherlands,5
2979,3760,New Sub,2019-01-23 14:27:39,Belgium,6
2980,315,Plan Renewal,2020-06-04 17:58:56,France,7
2981,3761,New Sub,2019-10-06 16:51:58,Poland,13
2982,485,Plan Renewal,2021-02-28 12:44:01,Austria,5
2983,2878,Plan Renewal,2021-07-04 10:40:24,Austria,9
2984,3762,New Sub,2018-10-15 22:51:43,Germany,9
2985,1658,Plan Renewal,2019-07-06 09:59:47,The Netherlands,1
2986,306,Data Add-on,2019-06-20 16:11:04,France,13
2987,536,Plan Renewal,2021-05-05 16:21:30,Belgium,8
2988,1988,Plan Renewal,2018-12-12 20:46:21,France,7
2989,1488,Plan Renewal,2021-06-22 01:07:55,Germany,11
2990,3048,Plan Renewal,2019-01-13 19:51:09,Austria,7
2991,1902,New Plan,2019-04-25 20:31:46,The Netherlands,9
2992,3763,New Sub,2021-07-15 19:40:24,Belgium,4
2993,1759,Data Add-on,2018-10-26 20:00:25,Germany,12
2994,3764,New Sub,2021-05-11 16:13:26,France,13
2995,2778,Plan Renewal,2021-10-24 08:44:36,France,11
2996,54,Plan Renewal,2018-07-24 04:51:30,France,1
2997,463,Plan Renewal,2020-08-07 07:44:48,Belgium,10
2998,2474,Plan Renewal,2021-02-21 12:25:37,The Netherlands,7
2999,2176,Data Add-on,2019-08-20 09:45:53,France,0
3000,504,Plan Renewal,2021-08-02 10:34:08,Belgium,2
3001,177,Data Add-on,2020-09-01 23:48:54,The Netherlands,5
3002,2072,Plan Renewal,2018-04-14 06:52:33,The Netherlands,14
3003,2723,Plan Renewal,2019-10-31 18:54:05,France,12
3004,1403,Plan Renewal,2019-10-23 00:27:22,Germany,0
3005,1741,Plan Renewal,2021-03-20 07:33:44,The Netherlands,0
3006,1582,Plan Renewal,2018-01-23 07:50:26,France,5
3007,2437,Plan Renewal,2019-07-18 20:25:44,Germany,4
3008,1075,Plan Renewal,2020-02-07 04:23:55,Germany,10
3009,3017,Plan Renewal,2019-01-19 04:58:33,France,1
3010,1666,Data Add-on,2018-07-06 21:41:31,Germany,14
3011,2929,Plan Renewal,2018-12-13 21:50:43,The Netherlands,0
3012,2522,Plan Renewal,2021-11-06 03:27:06,Poland,15
3013,2616,Plan Renewal,2021-12-03 00:46:16,Poland,14
3014,3765,New Sub,2021-05-09 10:15:17,Poland,8
3015,578,Plan Renewal,2020-09-03 02:02:54,Belgium,6
3016,1053,Plan Renewal,2019-06-13 02:59:15,The Netherlands,15
3017,2185,Plan Renewal,2020-08-03 07:43:01,Austria,0
3018,2498,Data Add-on,2020-06-21 22:02:14,Austria,13
3019,2596,Data Add-on,2020-07-08 03:02:44,France,3
3020,171,Plan Renewal,2019-03-29 20:32:17,The Netherlands,0
3021,1001,Data Add-on,2018-12-13 20:10:51,Austria,14
3022,2586,Plan Renewal,2021-07-16 19:39:24,France,14
3023,862,Plan Renewal,2019-08-20 21:06:46,France,12
3024,3766,New Sub,2020-10-26 01:29:44,Belgium,13
3025,2446,Plan Renewal,2021-05-22 19:52:09,Belgium,2
3026,39,Plan Renewal,2020-06-07 19:25:54,Germany,6
3027,2516,Plan Renewal,2021-09-05 11:01:56,Austria,9
3028,378,Data Add-on,2021-07-24 07:09:47,France,6
3029,963,Plan Renewal,2020-02-22 02:02:29,Belgium,6
3030,585,Plan Renewal,2020-03-10 20:11:22,The Netherlands,0
3031,3767,New Sub,2019-08-16 08:21:24,Germany,15
3032,2443,Data Add-on,2019-12-26 11:43:51,France,6
3033,132,Plan Renewal,2021-10-12 15:36:23,Poland,5
3034,2826,Plan Renewal,2018-11-23 07:04:58,France,13
3035,104,Plan Renewal,2018-05-23 21:37:01,Germany,1
3036,3768,New Sub,2018-07-30 01:09:39,Belgium,5
3037,2958,Plan Renewal,2020-02-15 19:29:26,Poland,4
3038,3769,New Sub,2019-04-16 22:01:26,The Netherlands,12
3039,3770,New Sub,2020-09-20 12:09:52,France,1
3040,1160,Plan Renewal,2021-07-05 17:04:26,France,14
3041,2871,Plan Renewal,2018-10-20 09:52:54,Austria,10
3042,3771,New Sub,2020-02-10 15:40:17,France,5
3043,115,Plan Renewal,2020-07-01 17:16:49,France,6
3044,500,Plan Renewal,2021-07-10 14:20:16,Austria,5
3045,3772,New Sub,2018-02-15 03:47:56,France,10
3046,2870,Plan Renewal,2021-05-21 21:43:58,France,10
3047,2644,Plan Renewal,2020-03-10 12:07:10,The Netherlands,8
3048,328,Plan Renewal,2018-06-06 23:02:05,Germany,1
3049,1170,New Plan,2018-03-01 15:54:48,France,7
3050,2230,New Plan,2018-07-22 11:52:16,Germany,3
3051,1796,Plan Renewal,2018-10-01 22:53:59,Germany,15
3052,3773,New Sub,2021-05-27 12:17:53,Poland,9
3053,2197,Plan Renewal,2021-02-24 01:25:50,The Netherlands,7
3054,888,Data Add-on,2021-07-23 21:31:09,Belgium,14
3055,1125,Plan Renewal,2018-02-08 11:13:11,Belgium,7
3056,1530,Plan Renewal,2021-07-08 11:51:10,France,3
3057,3077,Plan Renewal,2020-06-24 11:50:44,Germany,1
3058,778,Plan Renewal,2018-01-14 12:10:46,Belgium,15
3059,3774,New Sub,2018-09-18 03:31:21,Austria,8
3060,574,Plan Renewal,2020-09-20 10:03:11,Austria,13
3061,1483,New Plan,2018-11-25 10:22:54,Poland,6
3062,1149,Plan Renewal,2021-01-11 20:17:14,France,2
3063,2320,Plan Renewal,2018-11-27 13:24:08,Germany,11
3064,1902,Plan Renewal,2020-03-06 22:15:33,The Netherlands,5
3065,2891,Plan Renewal,2020-06-13 01:31:19,The Netherlands,7
3066,3775,New Sub,2018-08-25 17:05:22,Belgium,2
3067,2842,Plan Renewal,2019-10-10 05:02:08,Belgium,11
3068,1353,Data Add-on,2019-05-10 20:33:36,France,1
3069,394,Plan Renewal,2021-10-05 12:42:13,Austria,12
3070,3776,New Sub,2021-11-18 21:24:48,Austria,1
3071,775,Plan Renewal,2021-11-28 14:36:48,Germany,13
3072,2792,Plan Renewal,2019-04-02 06:03:35,Belgium,12
3073,66,Plan Renewal,2021-06-04 10:57:14,Poland,3
3074,439,Plan Renewal,2019-04-04 18:33:19,France,3
3075,2234,New Plan,2021-04-17 08:58:40,Austria,12
3076,1113,Plan Renewal,2021-07-23 16:53:13,Germany,14
3077,574,Plan Renewal,2019-06-13 15:35:25,Austria,13
3078,2771,Data Add-on,2019-01-09 09:50:44,France,15
3079,1631,Plan Renewal,2018-08-01 18:53:40,Germany,12
3080,3048,Plan Renewal,2020-10-12 15:20:57,Austria,7
3081,1973,Plan Renewal,2021-03-04 08:01:16,Austria,10
3082,1668,Plan Renewal,2019-07-14 00:45:03,The Netherlands,3
3083,1441,Plan Renewal,2019-01-16 01:39:21,Germany,4
3084,1518,Data Add-on,2018-03-02 08:26:30,The Netherlands,7
3085,884,Plan Renewal,2020-06-04 03:04:39,Poland,13
3086,1546,Plan Renewal,2019-10-13 23:47:07,Germany,3
3087,3777,New Sub,2021-01-09 18:04:32,Poland,4
3088,646,Plan Renewal,2018-07-22 12:40:53,Belgium,9
3089,3778,New Sub,2021-01-28 15:42:15,Poland,15
3090,2798,Data Add-on,2021-10-21 06:09:09,Poland,5
3091,90,Plan Renewal,2021-10-13 21:39:00,Germany,2
3092,305,Plan Renewal,2018-04-23 15:42:12,Germany,8
3093,3779,New Sub,2019-11-28 09:30:00,Belgium,4
3094,3022,Data Add-on,2021-05-12 22:12:46,Belgium,14
3095,3780,New Sub,2018-09-17 12:01:02,The Netherlands,2
3096,3781,New Sub,2019-07-03 15:29:26,Poland,3
3097,2783,Plan Renewal,2018-07-05 09:15:30,Austria,2
3098,3782,New Sub,2018-09-27 23:05:10,The Netherlands,8
3099,2470,Data Add-on,2020-06-09 01:50:36,The Netherlands,9
3100,2726,Plan Renewal,2019-01-22 23:03:59,Austria,7
3101,2236,Plan Renewal,2021-11-16 12:09:23,Germany,15
3102,2092,Plan Renewal,2019-07-30 08:29:19,France,15
3103,195,Plan Renewal,2020-03-04 20:48:03,France,12
3104,1474,Plan Renewal,2021-10-19 04:32:53,Poland,13
3105,100,Data Add-on,2020-08-07 20:31:28,Poland,2
3106,2871,New Plan,2019-05-07 21:00:21,Austria,4
3107,3000,Data Add-on,2021-09-14 11:40:49,France,7
3108,93,Plan Renewal,2019-07-28 17:51:23,Poland,14
3109,352,Plan Renewal,2018-03-08 09:33:06,Poland,4
3110,2823,Plan Renewal,2019-10-17 03:52:13,Poland,5
3111,433,Plan Renewal,2021-12-10 12:41:57,Germany,12
3112,3783,New Sub,2019-07-08 06:11:09,Austria,2
3113,1527,Data Add-on,2019-06-17 19:09:55,The Netherlands,10
3114,3784,New Sub,2020-01-12 17:55:54,Germany,3
3115,480,Plan Renewal,2021-05-02 18:41:33,Germany,14
3116,3785,New Sub,2019-12-26 11:06:26,The Netherlands,14
3117,1893,New Plan,2018-10-08 23:38:10,The Netherlands,12
3118,810,Plan Renewal,2021-10-09 04:27:32,Austria,1
3119,244,Plan Renewal,2020-03-27 12:12:51,Poland,1
3120,2516,Plan Renewal,2019-05-27 12:53:27,Austria,9
3121,2256,Plan Renewal,2021-03-16 14:15:26,France,11
3122,484,Plan Renewal,2020-07-27 11:53:56,Belgium,0
3123,1749,Plan Renewal,2019-01-10 00:07:27,Poland,9
3124,1769,Plan Renewal,2019-12-21 09:08:49,France,8
3125,1960,Plan Renewal,2021-03-17 21:40:27,The Netherlands,13
3126,1328,Plan Renewal,2020-06-06 14:02:16,The Netherlands,5
3127,3786,New Sub,2019-03-07 01:34:53,Germany,14
3128,1995,Plan Renewal,2019-10-10 21:53:30,Poland,0
3129,3787,New Sub,2021-09-05 06:28:02,Germany,3
3130,3788,New Sub,2018-08-06 19:59:23,Germany,8
3131,143,Data Add-on,2018-09-12 08:03:13,The Netherlands,12
3132,3789,New Sub,2018-09-06 12:40:23,The Netherlands,0
3133,2280,Data Add-on,2019-11-01 20:45:41,Belgium,6
3134,3790,New Sub,2018-07-16 19:23:54,Germany,3
3135,1105,Plan Renewal,2018-09-25 08:54:37,Belgium,8
3136,1940,Plan Renewal,2018-02-10 09:36:11,Austria,13
3137,211,Plan Renewal,2018-05-24 17:38:35,Austria,13
3138,2505,Plan Renewal,2021-10-04 16:34:55,Belgium,14
3139,1399,Plan Renewal,2020-12-16 16:25:17,The Netherlands,13
3140,1685,Plan Renewal,2019-05-29 15:19:53,France,6
3141,1737,Data Add-on,2018-03-31 08:49:54,France,9
3142,3791,New Sub,2021-02-10 23:28:55,Belgium,12
3143,2514,Plan Renewal,2020-12-13 16:55:49,Germany,3
3144,722,Plan Renewal,2018-03-21 08:42:02,Poland,11
3145,1674,Data Add-on,2020-03-08 08:39:02,The Netherlands,0
3146,3792,New Sub,2019-11-12 12:58:11,Poland,1
3147,2087,Data Add-on,2021-01-13 19:14:19,The Netherlands,4
3148,1755,Data Add-on,2021-03-29 09:35:18,Poland,2
3149,3793,New Sub,2019-02-18 12:42:06,The Netherlands,12
3150,113,Plan Renewal,2018-10-14 14:03:18,The Netherlands,13
3151,1808,Plan Renewal,2018-03-22 15:07:16,Poland,11
3152,1832,Plan Renewal,2018-05-04 18:22:07,Germany,8
3153,759,Plan Renewal,2019-12-29 12:46:40,Poland,4
3154,2035,Plan Renewal,2020-01-21 10:36:36,Poland,1
3155,175,Plan Renewal,2022-01-08 13:24:42,France,3
3156,2876,Plan Renewal,2018-10-02 09:37:26,Germany,0
3157,931,Plan Renewal,2018-04-15 22:57:16,Germany,7
3158,605,Plan Renewal,2018-05-24 03:40:47,The Netherlands,4
3159,3131,Plan Renewal,2019-01-10 10:41:01,Belgium,2
3160,3794,New Sub,2020-12-27 07:55:14,France,7
3161,3795,New Sub,2020-06-15 23:51:11,Austria,10
3162,3796,New Sub,2021-11-16 11:53:26,Belgium,5
3163,609,Plan Renewal,2020-08-02 07:05:03,Germany,14
3164,2664,Plan Renewal,2018-12-03 19:58:44,Belgium,9
3165,2220,Plan Renewal,2021-04-13 00:24:20,France,1
3166,3050,Plan Renewal,2018-10-18 02:14:28,France,1
3167,2504,New Plan,2020-05-08 12:08:51,Poland,4
3168,2737,Plan Renewal,2020-09-15 03:19:32,France,13
3169,3797,New Sub,2020-05-01 22:57:47,Austria,10
3170,1153,Plan Renewal,2020-05-18 15:43:01,Belgium,9
3171,3798,New Sub,2020-06-27 05:04:45,Germany,1
3172,454,New Plan,2021-02-21 21:19:31,The Netherlands,12
3173,475,Plan Renewal,2020-08-06 08:33:03,Germany,6
3174,2206,Plan Renewal,2019-10-19 09:03:01,Germany,12
3175,141,Plan Renewal,2020-12-23 10:57:02,Germany,15
3176,3799,New Sub,2021-05-25 14:51:46,Austria,4
3177,396,Plan Renewal,2018-03-16 19:20:02,Belgium,3
3178,2758,Plan Renewal,2020-12-05 16:13:43,Belgium,0
3179,2651,Data Add-on,2021-06-07 07:37:03,France,2
3180,774,Plan Renewal,2020-03-05 14:12:09,Austria,5
3181,3800,New Sub,2020-08-20 16:41:24,Germany,1
3182,3801,New Sub,2018-04-13 00:35:24,The Netherlands,4
3183,1293,Plan Renewal,2019-08-03 11:31:56,Poland,7
3184,1121,Data Add-on,2020-10-11 03:16:12,Germany,12
3185,187,Plan Renewal,2018-05-23 07:39:41,The Netherlands,4
3186,2133,Plan Renewal,2021-06-27 17:13:53,Poland,5
3187,3802,New Sub,2019-04-13 01:53:39,Austria,10
3188,1823,Plan Renewal,2019-12-04 21:45:45,France,6
3189,354,Plan Renewal,2018-03-13 13:54:59,Germany,3
3190,2748,Data Add-on,2018-04-16 18:32:31,Germany,9
3191,1876,Data Add-on,2020-10-31 05:13:28,Germany,4
3192,3803,New Sub,2018-08-02 16:09:35,The Netherlands,3
3193,1952,Plan Renewal,2019-02-13 22:36:21,The Netherlands,2
3194,1584,Plan Renewal,2018-02-27 16:34:49,Poland,13
3195,2180,Plan Renewal,2020-04-17 02:07:41,The Netherlands,5
3196,1795,Plan Renewal,2020-07-27 06:29:00,Poland,4
3197,2288,Plan Renewal,2019-06-12 20:28:46,The Netherlands,8
3198,3804,New Sub,2021-12-28 13:46:42,France,11
3199,2364,Plan Renewal,2018-07-08 11:37:57,Germany,3
3200,3805,New Sub,2018-07-23 14:20:27,The Netherlands,15
3201,2417,Plan Renewal,2021-10-25 16:53:32,Belgium,3
3202,1542,Plan Renewal,2021-08-18 04:53:04,Poland,8
3203,423,Plan Renewal,2020-09-14 22:57:16,Austria,9
3204,1940,Plan Renewal,2019-10-12 16:32:41,Austria,13
3205,944,Plan Renewal,2019-09-21 10:10:37,France,3
3206,2665,Data Add-on,2018-02-19 16:52:05,Poland,13
3207,1817,Plan Renewal,2022-01-03 09:00:26,Germany,9
3208,842,Data Add-on,2019-02-01 23:36:54,France,8
3209,75,Data Add-on,2019-05-15 14:52:19,France,12
3210,3806,New Sub,2020-01-31 04:32:22,Belgium,6
3211,2850,Plan Renewal,2021-07-04 09:37:22,France,8
3212,3807,New Sub,2021-01-06 18:14:35,Belgium,14
3213,509,Plan Renewal,2019-11-01 04:23:18,Poland,11
3214,2734,Plan Renewal,2018-09-29 11:42:26,Poland,13
3215,2973,Data Add-on,2018-02-16 00:08:35,Austria,5
3216,1024,New Plan,2020-01-11 13:43:56,France,1
3217,3808,New Sub,2021-01-18 09:33:41,Germany,6
3218,3809,New Sub,2018-08-08 01:58:59,Poland,12
3219,3810,New Sub,2018-04-02 09:43:34,Poland,6
3220,2208,Plan Renewal,2020-07-31 03:04:11,Germany,12
3221,2098,Plan Renewal,2021-07-04 01:00:32,Poland,12
3222,1399,Plan Renewal,2019-01-08 01:36:05,The Netherlands,13
3223,2331,Plan Renewal,2019-10-08 10:14:19,Poland,4
3224,1911,Data Add-on,2019-10-22 13:00:10,Belgium,15
3225,3811,New Sub,2020-07-01 06:48:45,Poland,9
3226,1894,Plan Renewal,2021-07-07 15:37:07,Germany,6
3227,2156,Plan Renewal,2021-05-01 10:02:44,Belgium,11
3228,430,Plan Renewal,2020-10-02 14:54:08,Austria,9
3229,1155,Plan Renewal,2018-10-14 05:51:58,Poland,6
3230,1218,Plan Renewal,2019-07-21 01:40:46,Germany,15
3231,3812,New Sub,2018-01-14 20:19:03,France,0
3232,2645,Plan Renewal,2018-08-11 11:39:54,Belgium,15
3233,1878,Plan Renewal,2019-10-07 06:27:02,The Netherlands,1
3234,3813,New Sub,2021-02-17 02:05:06,Poland,2
3235,1241,Plan Renewal,2021-01-17 14:35:46,France,1
3236,534,Plan Renewal,2021-08-29 22:31:20,The Netherlands,5
3237,330,Plan Renewal,2021-10-27 20:37:27,Belgium,14
3238,1688,Plan Renewal,2021-01-28 19:55:08,Germany,3
3239,2696,Data Add-on,2019-04-06 10:05:13,Poland,8
3240,957,Plan Renewal,2020-06-14 00:24:21,Belgium,5
3241,2966,Plan Renewal,2022-01-07 21:37:42,France,4
3242,3814,New Sub,2021-04-24 12:15:43,Poland,7
3243,1022,Plan Renewal,2020-09-22 13:07:41,Germany,11
3244,1450,Plan Renewal,2018-02-26 10:17:30,Belgium,7
3245,1267,Plan Renewal,2021-11-25 04:42:49,France,11
3246,1512,Data Add-on,2020-10-27 19:45:13,Germany,9
3247,1984,Plan Renewal,2021-06-02 01:32:21,Poland,1
3248,3815,New Sub,2018-06-03 22:36:23,Belgium,5
3249,443,Data Add-on,2019-03-18 03:49:19,Poland,9
3250,1766,Plan Renewal,2020-12-27 22:18:25,Belgium,3
3251,2941,Plan Renewal,2020-07-10 17:51:40,Poland,9
3252,554,Data Add-on,2019-04-24 07:01:55,Belgium,9
3253,395,Plan Renewal,2018-12-03 05:58:16,Austria,3
3254,2717,Plan Renewal,2021-10-29 12:59:30,Germany,15
3255,2664,Data Add-on,2019-12-07 09:08:09,Belgium,9
3256,116,Plan Renewal,2020-10-05 11:40:46,Belgium,4
3257,1414,Plan Renewal,2021-04-05 09:24:55,The Netherlands,6
3258,3816,New Sub,2018-05-16 23:20:52,France,6
3259,2943,Data Add-on,2020-01-01 16:01:50,Germany,3
3260,737,Plan Renewal,2021-09-11 00:11:46,Germany,10
3261,2872,Plan Renewal,2020-06-27 03:35:43,Austria,2
3262,1309,Plan Renewal,2018-11-10 17:27:26,France,1
3263,18,Plan Renewal,2019-10-10 13:35:25,France,4
3264,577,Plan Renewal,2019-10-11 05:49:48,France,7
3265,2933,Plan Renewal,2018-11-09 05:21:35,Germany,2
3266,1717,Plan Renewal,2019-01-04 14:11:55,Germany,2
3267,401,Plan Renewal,2020-06-04 12:26:36,Austria,10
3268,573,New Plan,2018-07-23 06:15:48,The Netherlands,4
3269,2724,Plan Renewal,2018-01-27 04:40:40,France,13
3270,3817,New Sub,2019-06-17 07:22:50,Poland,8
3271,3818,New Sub,2019-05-17 01:22:46,France,1
3272,1613,Plan Renewal,2018-07-07 00:39:07,Austria,11
3273,2288,Plan Renewal,2019-05-26 11:28:04,The Netherlands,8
3274,3819,New Sub,2020-03-02 20:58:40,Germany,8
3275,1511,Plan Renewal,2020-02-22 12:48:54,Germany,14
3276,3820,New Sub,2018-06-13 19:52:39,Belgium,0
3277,2341,Plan Renewal,2019-10-29 11:57:40,Germany,3
3278,1994,Plan Renewal,2021-01-20 02:28:33,France,6
3279,1861,Plan Renewal,2018-07-07 13:31:22,Belgium,2
3280,3821,New Sub,2020-02-05 06:13:22,France,6
3281,2169,Plan Renewal,2020-09-14 18:12:43,France,11
3282,2301,Plan Renewal,2018-11-07 01:52:12,Poland,1
3283,2457,Data Add-on,2021-09-15 04:11:05,France,2
3284,2203,Plan Renewal,2020-04-19 10:32:36,Poland,4
3285,1864,Plan Renewal,2018-12-21 16:59:13,The Netherlands,0
3286,527,Plan Renewal,2020-02-14 03:47:11,The Netherlands,0
3287,2383,Plan Renewal,2018-07-18 07:33:27,Belgium,10
3288,996,Plan Renewal,2020-09-08 23:14:51,France,9
3289,3822,New Sub,2020-12-21 08:55:36,Poland,8
3290,3823,New Sub,2019-01-13 12:26:28,France,0
3291,3824,New Sub,2018-04-19 10:56:22,Germany,3
3292,3825,New Sub,2018-02-28 07:10:37,Belgium,13
3293,223,Plan Renewal,2019-06-10 20:35:46,Poland,12
3294,3826,New Sub,2018-09-24 19:32:21,Belgium,12
3295,1347,Plan Renewal,2019-08-29 09:07:10,The Netherlands,7
3296,2115,Data Add-on,2019-09-17 03:39:13,France,1
3297,1286,Plan Renewal,2020-03-10 23:41:53,Germany,12
3298,2581,Plan Renewal,2018-12-08 16:03:41,Germany,3
3299,3003,Plan Renewal,2019-08-31 21:03:28,France,4
3300,3827,New Sub,2021-12-26 03:27:22,France,11
3301,1351,Plan Renewal,2020-05-22 14:19:05,The Netherlands,0
3302,837,Plan Renewal,2018-10-02 05:19:40,Poland,9
3303,1755,Plan Renewal,2019-08-30 06:27:36,Poland,2
3304,574,Plan Renewal,2019-01-04 03:30:21,Austria,13
3305,158,Plan Renewal,2019-04-01 15:21:51,Germany,12
3306,429,Data Add-on,2019-12-05 01:48:15,Poland,14
3307,2316,Plan Renewal,2021-08-30 05:08:33,Germany,7
3308,1622,Plan Renewal,2021-04-07 12:02:38,Belgium,0
3309,3048,Data Add-on,2021-07-26 10:46:34,Austria,7
3310,964,Plan Renewal,2018-10-25 05:05:51,Germany,11
3311,769,Plan Renewal,2021-01-31 01:55:59,The Netherlands,6
3312,1349,Data Add-on,2019-02-06 11:41:46,Austria,1
3313,3828,New Sub,2020-08-16 01:40:52,Poland,15
3314,1989,Plan Renewal,2021-03-29 19:47:56,The Netherlands,15
3315,2906,Plan Renewal,2018-01-15 13:17:12,Poland,8
3316,3089,Plan Renewal,2018-08-02 15:07:00,The Netherlands,0
3317,3829,New Sub,2021-06-22 06:19:06,Germany,12
3318,2298,Plan Renewal,2018-04-23 06:33:15,Belgium,8
3319,2096,Plan Renewal,2020-12-07 03:20:52,Germany,0
3320,2242,Plan Renewal,2018-09-19 04:50:09,France,7
3321,1071,Plan Renewal,2019-02-10 04:09:00,Germany,3
3322,1503,Plan Renewal,2019-04-24 11:13:25,The Netherlands,2
3323,471,New Plan,2018-12-02 11:44:29,France,2
3324,2575,Plan Renewal,2018-01-13 23:18:04,Germany,7
3325,2832,Plan Renewal,2020-05-21 13:25:16,Germany,3
3326,1600,Data Add-on,2019-07-10 07:09:40,Germany,8
3327,2009,Data Add-on,2020-09-17 22:31:15,France,13
3328,3830,New Sub,2021-06-29 19:29:04,Germany,6
3329,3831,New Sub,2018-08-31 06:10:22,Austria,13
3330,3832,New Sub,2018-11-30 19:01:50,France,0
3331,3833,New Sub,2020-07-01 18:44:46,The Netherlands,5
3332,2194,Plan Renewal,2020-11-21 10:00:29,Poland,6
3333,829,Plan Renewal,2018-06-28 21:45:54,Austria,6
3334,524,Plan Renewal,2021-05-07 04:29:01,Germany,5
3335,2455,Plan Renewal,2018-08-06 19:41:20,Belgium,7
3336,1544,Plan Renewal,2020-09-25 18:53:47,The Netherlands,11
3337,3834,New Sub,2018-02-08 00:15:07,The Netherlands,6
3338,1653,Data Add-on,2021-11-14 16:26:20,Germany,1
3339,2990,Data Add-on,2018-07-01 03:09:43,Germany,9
3340,2232,Plan Renewal,2019-07-30 07:40:51,Germany,15
3341,3835,New Sub,2020-08-21 11:56:50,Germany,3
3342,1855,Plan Renewal,2020-02-03 22:36:37,Austria,5
3343,635,Plan Renewal,2018-11-30 10:28:09,The Netherlands,0
3344,1766,Plan Renewal,2021-04-28 00:59:42,Belgium,3
3345,3836,New Sub,2018-02-21 07:28:28,France,12
3346,342,Plan Renewal,2018-05-05 00:03:51,Germany,5
3347,2028,Plan Renewal,2018-08-16 17:42:03,The Netherlands,0
3348,770,Plan Renewal,2021-04-26 01:02:58,France,3
3349,2851,Plan Renewal,2020-08-08 17:15:44,France,11
3350,1215,Plan Renewal,2021-05-27 21:05:45,France,6
3351,1630,Data Add-on,2021-01-06 00:48:02,Poland,1
3352,458,Plan Renewal,2018-04-04 00:45:54,The Netherlands,7
3353,2483,New Plan,2020-10-16 23:49:44,Austria,11
3354,905,Plan Renewal,2020-03-29 17:45:54,Belgium,5
3355,1651,Plan Renewal,2021-04-03 07:36:42,The Netherlands,15
3356,2666,Plan Renewal,2019-03-28 03:02:13,Germany,11
3357,525,Plan Renewal,2019-08-03 16:55:06,France,9
3358,2641,Data Add-on,2019-07-21 02:50:19,Belgium,3
3359,2018,Data Add-on,2018-03-21 05:03:18,Poland,9
3360,2298,Data Add-on,2019-05-07 03:25:43,Belgium,8
3361,1397,Plan Renewal,2020-07-06 23:59:09,Poland,10
3362,372,Plan Renewal,2021-01-25 11:07:34,Belgium,15
3363,1598,Plan Renewal,2020-04-04 07:05:45,Germany,9
3364,3837,New Sub,2018-10-13 16:03:37,The Netherlands,12
3365,3838,New Sub,2021-03-22 18:34:03,The Netherlands,11
3366,3839,New Sub,2018-07-13 09:04:06,Germany,3
3367,2642,Data Add-on,2018-10-21 00:22:15,France,8
3368,261,Plan Renewal,2020-02-28 13:34:18,Belgium,11
3369,1636,Plan Renewal,2021-02-03 11:52:39,Austria,2
3370,287,Plan Renewal,2021-10-30 01:50:54,Belgium,13
3371,2628,Data Add-on,2020-04-20 10:40:04,Belgium,4
3372,440,Data Add-on,2018-10-01 17:08:15,France,7
3373,957,Plan Renewal,2018-12-12 04:21:18,Belgium,5
3374,3840,New Sub,2020-11-23 14:35:31,Poland,9
3375,2493,New Plan,2020-06-15 18:34:19,Poland,1
3376,3841,New Sub,2018-10-09 23:12:27,Poland,3
3377,1192,Plan Renewal,2019-06-03 23:38:50,France,4
3378,2560,Plan Renewal,2018-10-24 07:45:54,The Netherlands,13
3379,1062,Plan Renewal,2020-11-06 04:42:40,Austria,8
3380,2439,Data Add-on,2021-11-20 14:36:17,The Netherlands,10
3381,1692,Data Add-on,2020-06-23 08:45:07,The Netherlands,0
3382,965,Data Add-on,2018-07-13 10:41:28,Belgium,1
3383,3842,New Sub,2021-08-30 18:03:58,Germany,8
3384,2889,Plan Renewal,2020-07-11 07:00:08,France,2
3385,380,Plan Renewal,2018-06-26 18:48:07,Belgium,7
3386,1666,Plan Renewal,2020-07-01 14:49:39,Germany,14
3387,3843,New Sub,2021-03-01 21:32:13,France,2
3388,2304,Data Add-on,2020-05-22 00:57:46,France,6
3389,2650,Plan Renewal,2021-12-13 10:42:56,Germany,4
3390,3844,New Sub,2020-03-07 22:00:56,Germany,6
3391,2231,Data Add-on,2018-09-27 22:37:33,France,6
3392,3123,New Plan,2019-01-29 12:09:11,Germany,8
3393,1520,Data Add-on,2020-04-27 07:41:04,Germany,1
3394,1720,Plan Renewal,2021-10-03 23:07:50,France,7
3395,1307,Plan Renewal,2018-05-30 02:55:17,Belgium,10
3396,2623,Plan Renewal,2019-07-20 18:27:28,Poland,13
3397,3845,New Sub,2019-01-22 20:54:40,The Netherlands,10
3398,146,Plan Renewal,2020-02-25 18:48:05,Poland,6
3399,3846,New Sub,2018-09-26 11:10:05,Belgium,6
3400,2001,Data Add-on,2019-01-09 04:03:42,The Netherlands,6
